📰大陆新闻,#genre#
TheWeatherNetworkCA,https://amg01442-pelmorexcorp-theweathernetwork-lgca-f0v2i.amagi.tv/ts-us-e2-n1/playlist/amg01442-pelmorexcorp-theweathernetwork-lgca/cb553d1e7f6c678a93d43e61d4ef41a4da2427fc087a8d6933fb4b926bc10f41f8eda29ab30fb02b04940fa73f4e380d4d1a9a4ace0362d7b66aa9515b7d121b9d81a20a99d94e5cd58d5d5173f7651b52f91016d6354b59f1dd3724c97db9700e16a82e6b553982f449de2e109add5f947e2d8eb3dd7f39635a4ffc0c0bb4e207bcfae25a5bdb6ab3a54a1a9d7e41e6d341d4d61cead2c95a9f15876bf9409b92ed898214d0819635ac50b06051026317f7817d808759b3cc936a3c917023436c3a8ccea8da6b0aaf646663d5dee09a58a550a4e624857379ba10885c903f986ebf1bab933ecac380fe72710697f074530295d78cb7a14a59d067ffb1a7c8606c8bff027944d01fb6484703a5cef424b6ea23b7951ab8ee127753c19556d59ca293e1b1804fee49a0adcfb90d72714d252fa360f8db07b528d96be6cf03314a4856be935acaf4b6345d596eb6b061e236298af2a4ade25449a0071a5efb2ed55a111eab5e0947c900cda7661ce3400b812673f24847e628988305c59a819f6c50b4dad40cfc60fabb1ec0ef70c2075562219cc7026b7775408aad0c62317dd00be0d6dce8740c0de3f3c8f2b22352690233773aa2c1c24fb6a1e40c312b9b234c06751404d811d71bb96a2d3b1be82389ed631a84023263e2a22954596982d1a184f5b9a0298e5bf6f9d41a0a046d5a8d16387c2ab9da8c5dee765f7f685a851b6547cf733030d1a1e8d7bea55aefb85b8b144e3b54e0d42a1b7d381b620e88de6fd34ef0e175d3fdf17be8dfbf2f1ffb56cf00148d9ede79f6e98dc2460be2c43d755cb6e317fa5118e933f80eb5880db2dc54020f72444dd48757fa56bdadf7ad40a10888792a5dcf4792b8dee9ad0c3de695597d3a0f54036642735e60d2b0ee4d265ad3881ed678dbb116c32d55372c09d986104c85e7790f993b6a12d5caa5b08aee3322f54ddb5bfa452d926a575c8bab39ee90fcfafc861d336abc8d826a9a9cd2f9a6bbcb226d45683f95ce4b4672d42a82eb6d84963952dcb4b9e5b016fff449a8d9fed41bd77ecdfeb207ba9599bec863164a5f448eb99d983afaccc7c12619a12003178e9eecb444f6dfae0e7beb2780cf673ce856f63ab8283eff6c6b38c419537fb4ea9c2e600a61aa900711cd36ae233332d2c5886d3ac8cc35422cf180da0056850412e5080b2ffc3cb2aabe6a66efa81c1359b64b2e826381c499715871eebd5565124d5d45368015637bad7e4bb50abee1d5b46a0b8715c55a6ce837fc9417ef8924dadee8bfeee9316ea2b72b13f104e842f900c6cb80f53deb0235ff26c15432e88f9ccdc9eac6a5c6904b094fd817cd7ba71cfee99ad14d746d2b8e306a1f17ab6784616f749bcb52c6a23f09a7ceed0fc67c39660a063fc21cfed155677663b1a41ab9d879697d6320e2a154e1f3d5f0cc38fa11be2c62b4dd46123a594b5558e06e0921/26/1920x1080_8048040/index.m3u8
canada 600新闻台,https://live.xinflix.com/Lshape/tracks-v1a1/mono.m3u8
Global News Calgary,https://live.corusdigitaldev.com/groupd/live/8970c668-40cd-4ca9-8c4d-25fd04f619b5/live.isml/.m3u8?checkedby:iptvcat.com
Global News Edmonton,https://live.corusdigitaldev.com/groupb/live/215422c9-d1b9-4009-aaca-32e403f22b01/live.isml/.m3u8?checkedby:iptvcat.com
Global News Lethbridge,https://live.corusdigitaldev.com/groupc/live/cea96246-9af2-4373-932f-cdd3f8db2bc0/live.isml/.m3u8?checkedby:iptvcat.com
Global News Okanagan,https://live.corusdigitaldev.com/groupc/live/9fd97fb0-baa8-4191-bd2c-59aa5c9a1d48/live.isml/.m3u8?checkedby:iptvcat.com
🇭🇰香港频道,#genre#
翡翠台,http://everydaytv.top/live/ggiptv/jade/playlist.m3u8
翡翠台,https://cdn6.cc.cd/163189/fct
翡翠台,http://rihou.cc:555/tv/[Pd]%E6%97%A0%E7%BA%BF%E7%BF%A1%E7%BF%A0
翡翠台,http://r.jdshipin.com/n90gt
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
翡翠台,https://10.fast.hidns.vip/163189/fct/
明珠台,http://rihou.cc:555/tv/[Pd]%E6%97%A0%E7%BA%BF%E6%98%8E%E7%8F%A0
明珠台,http://cdn3.123.rr.kg/stream/tvb/mzt/
RTHK32,http://45.192.97.170:8880/play/1203.m3u8
澳门莲花,http://rihou.cc:555/tv/[Pd]%E6%BE%B3%E9%97%A8%E8%8E%B2%E8%8A%B1
澳门莲花,https://cdn6.cc.cd/163189/amlh
澳门莲花,http://cdn6.123.rr.kg/163189/amlh
澳门莲花,http://45.192.97.170:8880/play/1208.m3u8
澳门综艺,http://rihou.cc:555/tv/[Pd]%E6%BE%B3%E9%97%A8%E7%BB%BC%E8%89%BA
BBS 佛教廣播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
BBS 佛教廣播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$LR%E2%80%A2IPV4%E3%80%8E%E7%BA%BF%E8%B7%AF8%E3%80%8F
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
HOY77,http://rihou.cc:555/tv/[Pd]%E6%9C%89%E7%BA%BF%E7%BB%BC%E5%90%88
HOY77,https://cdn6.cc.cd/163189/hoy
KTSF26,http://38.64.72.148/hls/modn/list/4026/chunklist1.m3u8
KTSF26,http://38.64.72.148/hls/modn/list/4026/playlist.m3u8
TVB J1,https://cdn6.cc.cd/163189/j1
TVB J1,http://cdn6.123.rr.kg/163189/j1
TVB J1,https://cdn.qd.je/163189.php?id=j1
TVB Plus,http://rihou.cc:555/tv/[Pd]Plus%E7%BB%BC%E5%90%88
TVB Plus,https://cdn3.indevs.in/stream/tvb/tvbp/
TVB Plus,http://cdn3.123.rr.kg/stream/tvb/tvbp/
TVB1,https://cdn6.cc.cd/163189/tvb1
TVB1,https://cdn.qd.je/163189.php?id=tvb1
TVB1,http://cdn6.123.rr.kg/163189/tvb1
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVB功夫,http://rihou.cc:555/tv/[Pd]%E6%97%A0%E7%BA%BF%E5%8A%9F%E5%A4%AB
TVB娱乐,http://rihou.cc:555/tv/[Pd]%E6%97%A0%E7%BA%BF%E5%A8%B1%E4%B9%90
TVB星河,https://cdn3.indevs.in/stream/live/tvbxh/
TVB星河,http://rihou.cc:555/tv/[Pd]%E6%97%A0%E7%BA%BF%E6%98%9F%E6%B2%B3
TVB武侠,https://cdn6.cc.cd/163189/yzwx
VIUTV,https://cdn.123.rr.kg/163189/viu
VIUTV,https://cdn.qd.je/163189.php?id=viu
中旺电视,http://38.64.72.148/hls/modn/list/4010/playlist.m3u8
中旺电视,http://38.64.72.148/hls/modn/list/4010/chunklist0.m3u8
八度空间,http://rihou.cc:555/tv/[Pd]%E5%85%AB%E5%BA%A6%E7%A9%BA%E9%97%B4
凤凰香港,https://cdn6.cc.cd/163189/fhhk
凤凰香港,http://rihou.cc:555/tv/[Pd]%E5%87%A4%E5%87%B0%E9%A6%99%E6%B8%AF
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
无线娱乐tv,http://rihou.cc:555/tv/[Pd]%E6%97%A0%E7%BA%BF%E5%A8%B1%E4%B9%90
无线娱乐tv,http://rihou.cc:555/tv/[Pd]%E6%97%A0%E7%BA%BF%E5%A8%B1%E4%B9%90|
澳视卫星,http://rihou.cc:555/tv/[Pd]%E6%BE%B3%E8%A7%86%E5%8D%AB%E6%98%9F
澳门卫视,https://live5.tdm.com.mo/ch3/ch3.live/chunklist_w1839236055.m3u8
澳门卫视,https://live5.tdm.com.mo/ch1/ch1.live/chunklist_w27593303.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
美国城市卫视,http://38.64.72.148/hls/modn/list/4028/chunklist0.m3u8
美国城市卫视,http://38.64.72.148/hls/modn/list/4028/playlist.m3u8
翡翠台4K,http://rihou.cc:555/tv/[Pd]%E6%97%A0%E7%BA%BF%E7%BF%A14k
翡翠台4K,https://o11.163189.xyz/stream/tvb/fct4k/
翡翠台4K,http://o11.163189.xyz/stream/tvb/fct4k/
翡翠台4K,http://rihou.cc:555/tv/[Pd]%E6%97%A0%E7%BA%BF%E7%BF%A14K
香港佛陀台,https://sg1.amtb.de/liveedge/_definst_/smil:livetv.smil/chunklist_w1071093527_b828000.m3u8
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
🇹🇼台湾频道,#genre#
中视,http://74.91.26.218:82/live/ctv.m3u8
中视,rtmp://f13h.mine.nu/sat/tv091
华视,http://74.91.26.218:82/live/cts.m3u8
民视,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民视,http://211.72.174.95:8115/0.ts
民视,http://74.91.26.218:82/live/ftv.m3u8
民视,https://t.freetv.fun/live/min-shi-3.ts
民视,rtmp://f13h.mine.nu/sat/tv051
台视综合,http://74.91.26.218:82/live/ttvzh.m3u8
台视综合,rtmp://f13h.mine.nu/sat/tv071
公视,http://74.91.26.218:82/live/pts.m3u8
三立台湾,http://zb.xmzb.xyz/123.php?id=%E2%9A%BD%E9%A9%AC%E4%B8%8Aoppppp%E4%B8%80%E4%B8%89%E7%AB%8B%E5%8F%B0%E6%B9%BE
东森超视,http://38.64.72.148/hls/modn/list/2013/chunklist0.m3u8
东森超视,rtmp://f13h.mine.nu/sat/tv331
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
中视经典,http://74.91.26.218:82/live/ctvjd.m3u8
中视经典,https://stream1.freetv.fun/zhong-shi-jing-dian-1.ctv
中视菁采,http://74.91.26.218:82/live/ctvjc.m3u8
中视菁采,https://t.freetv.fun/live/zhong-shi-jing-cai.ts
中视闽南,rtmp://f13h.mine.nu/sat/tv091
华视教育文化,http://74.91.26.218:82/live/ctsjy.m3u8
华视闽南,rtmp://f13h.mine.nu/sat/tv111
台视闽南,rtmp://f13h.mine.nu/sat/tv071
民视台湾,http://74.91.26.218:82/live/ftvtw.m3u8
民视台湾,https://t.freetv.fun/live/min-shi-tai-wan-1.m3u8
民视台湾,https://t.freetv.fun/live/min-shi-tai-wan.ts
民视影剧,http://45.192.97.170:8880/play/1183.m3u8
民视第一,http://74.91.26.218:82/live/ftvdy.m3u8
民视第一,https://stream1.freetv.fun/min-shi-di-yi-1.ctv
民视第一,https://t.freetv.fun/live/min-shi-di-yi-1.m3u8
民视综艺,http://45.192.97.170:8880/play/1182.m3u8
民视闽南,rtmp://f13h.mine.nu/sat/tv051
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
🇺🇸美国频道,#genre#
NBC,https://xumo-drct-nbcnn-ir8ze.fast.nbcuni.com/live/master_5.m3u8
NBC,http://41.205.93.154/NBC/index.m3u8
ABC,https://d4ybyqrhce41r.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-xumo-linear-nbcu-hlsv3/master.m3u8?ads.channelId=99991626
PBS TV,https://2-fss-2.streamhoster.com/pl_138/amlst:201814-1291584/playlist.m3u8
TBS,http://41.205.93.154/TBS/tracks-v1a1/mono.m3u8
USANetwork,http://190.11.225.124:5000/live/usa_hd/playlist.m3u8
HallmarkChannel,http://23.237.104.106:8080/USA_HALLMARK/index.m3u8
Syfy,http://23.237.104.106:8080/USA_SYFY/index.m3u8
FX,http://23.237.104.106:8080/USA_FX/tracks-v1a1/mono.m3u8
FX,http://23.237.104.106:8080/USA_FX/index.m3u8
ComedyCentral,http://23.237.104.106:8080/USA_COMEDY_CENTRAL/index.m3u8
LIFETIME,http://41.205.93.154/LIFETIME/tracks-v1a1/mono.m3u8
CMT,http://cord-cutter.net:8080/96082340/96082340/46706
GameShowNetwork,http://bgdc.live:25461/catrinamcdermott/catrinamcdermott/10404
HallmarkMystery,http://ad8147ee.cbilant.com/iptv/ZUGHA6ZCCHRXMQB594EQKPDE/1075/index.m3u8
FXX,http://23.237.104.106:8080/USA_FXX/tracks-v1a1/mono.m3u8
Fuse,http://23.237.104.106:8080/USA_FUSE/index.m3u8
LMN,http://23.237.104.106:8080/USA_LMN/index.m3u8
BUZZR,https://buzzrota-web.amagi.tv/playlist.m3u8
PBS KET2,https://2-fss-2.streamhoster.com/pl_140/amlst:200914-1315484/playlist.m3u8
PBS MPT,https://2-fss-2.streamhoster.com/pl_138/amlst:201814-1291584/playlist.m3u8
BRAVO,http://41.205.93.154/BRAVO/tracks-v1a1/mono.m3u8
BRAVO,http://41.205.93.154/BRAVO/index.m3u8
CWForever,https://d1sknsnbkyvie.cloudfront.net/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-sbcl5hxexbihh/38ec3205-dcc5-4c0f-a047-917eb2054891/0.m3u8
CWGold,https://d1d726ny1vain2.cloudfront.net/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-femoe55fvrdvc/3bef8470-bcb1-49b1-a816-0737fa4c27cd/0.m3u8
FX2,https://toonixhls.wns.live/hls/stream.m3u8
PBS KET Louisville KY (WKMJ-TV),https://2-fss-1.streamhoster.com/pl_134/amlst:200914-1282960/playlist.m3u8
TVA,http://fms.tvavicenza.it:1935/live/diretta_1/playlist.m3u8
WE TV,http://23.237.104.106:8080/USA_WE_TV/tracks-v1a1/mono.m3u8
🇨🇦加拿大频道,#genre#
CBC TORONTO,https://aegis-cloudfront-1.tubi.video/c71ce9b6-cddb-4cec-b0db-2f09289f8782/master.m3u8
Global Toronto,https://live.corusdigitaldev.com/groupd/live/8970c668-40cd-4ca9-8c4d-25fd04f619b5/live.isml/master.m3u8?checkedby:iptvcat.com
Global Toronto,https://live.corusdigitaldev.com/groupd/live/deb8cec5-87fb-460a-ab82-0929374fc5fb/live.isml/.m3u8?checkedby:iptvcat.com
Global Toronto,https://live.corusdigitaldev.com/groupd/live/8970c668-40cd-4ca9-8c4d-25fd04f619b5/live.isml/master.m3u8
Global BC,https://live.corusdigitaldev.com/groupa/live/48a5882b-a1ec-42d7-bfd7-6c2739e737da/live.isml/master.m3u8?checkedby:iptvcat.com
Global Montreal,https://live.corusdigitaldev.com/groupa/live/6bfb7f13-9d9d-4211-9c50-fb56330e4ccd/live.isml/.m3u8
GTN CANADA,https://streamer12.vdn.dstreamone.net/carishowtime/showtime/chunks.m3u8?
ICI MONTREAL,https://amdici.akamaized.net/hls/live/873426/ICI-Live-Stream/master.m3u8
ICI MONTRÉAL,https://amdici.akamaized.net/hls/live/873426/ICI-Live-Stream/master.m3u8
ICI RDI,https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8
🇯🇵日本频道,#genre#
CGTN JP,https://d2p4mrcwl6ly4.cloudfront.net/out/v1/8d50f69fdbbf411a8d302743e4263716/CGNWebLiveJP_1.m3u8
CGTN JP,https://d2p4mrcwl6ly4.cloudfront.net/out/v1/8d50f69fdbbf411a8d302743e4263716/CGNWebLiveJP.m3u8
Space Shower TV,https://naori-test.netgenx.site/pxx.php?shk_cid=bs26#.m3u8
BS Asahi,https://naori-test.netgenx.site/pxx.php?shk_cid=bs03#.m3u8
TV Tokyo,https://naori-test.netgenx.site/pxx.php?shk_cid=hdgd07#.m3u8
BS TV Tokyo,https://naori-test.netgenx.site/pxx.php?shk_cid=bs05#.m3u8
WOWOW Prime,https://naori-test.netgenx.site/pxx.php?shk_cid=bs12#.m3u8
CGNTV Japan,https://d2p4mrcwl6ly4.cloudfront.net/out/v1/8d50f69fdbbf411a8d302743e4263716/CGNWebLiveJP_1.m3u8
Japanim TV,https://foxkidstv.be:3369/stream/play.m3u8
🇰🇷韩国频道,#genre#
Arirang 阿里郎,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang 阿里郎,http://amdlive-ch02.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang 阿里郎,http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang 阿里郎,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang 阿里郎,https://amdlive-ch01-g-ctnd-com.akamaized.net/arirang_1gch/smil:arirang_1gch.smil/playlist.m3u8
Arirang 阿里郎,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
GUGAK TV,https://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
Tomato,http://etomatomobile.hscdn.com/etomato.dvr/livestream/playlist.m3u8
BBS TV 불교,http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
BTN TV,https://btn.nowcdn.co.kr/btn/btnlive2m/playlist.m3u8
GCN,http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_1300k.stream/playlist.m3u8
GS Shop,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/playlist.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1668602111.m3u8
NBS 韓國農業廣播,https://media.joycorp.co.kr:4443/live/ngrp:live_all/playlist.m3u8
NBS 韓國農業廣播,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
SBS 清州放送,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
SBS 강심장,https://dklmpoftme5ly.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ig8f3xt8vbpcg-prod/hls-harvester2-1293-prod/us-east-1/cc-ig8f3xt8vbpcg/master.m3u8?
SBS 닥터스,https://d3qf0zy79zrp4j.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-jku0o3d6cdg6d-prod/hls-harvester2-1293-prod/us-east-1/cc-jku0o3d6cdg6d/master.m3u8?
SBS 스페셜,https://d9elvao5pl5dr.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-l3cinzxwxwpnp-prod/hls-harvester2-1293-prod/us-east-1/cc-l3cinzxwxwpnp/master.m3u8?
SBS 패밀리가 떴다,https://d1rio2j9o2hqtj.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-1nujk65i146oc-ssai-prd/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=
🇫🇷法国频道,#genre#
BFM BUSINESS,https://live-cdn-stream-euw1.bfmb.bct.nextradiotv.com/m1/media.m3u8?bpkio_serviceid=7de32147a4f1055b7de133c00ff64f92
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
FRANCE 24 FAST,https://amg00106-france24-france24-samsungde-39lcm.amagi.tv/playlist/amg00106-france24-france24-samsungde/playlist.m3u8
FRANCE 24 FAST,https://amg00106-france24-france24-samsunguk-qvpp8.amagi.tv/playlist/amg00106-france24-france24-samsunguk/playlist.m3u8
FRANCE NEWS(EN),https://a-cdn.klowdtv.com/live2/france24_720p/playlist.m3u8
RT NEWS (FR),https://rt-fra.rttv.com/dvr/rtfrance/playlist.m3u8
TV5MONDE VOYAGE,https://d1qvkge2x4ev90.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-8q6p9i1t9dw2k/tvfvo.m3u8
BFM TV (backup),https://live-cdn-stream-euw1.bfmtv.bct.nextradiotv.com/m1/media.m3u8?bpkio_serviceid=7de32147a4f1055b7ea82c2886420955
AFRICA 24,https://edge17.vedge.infomaniak.com/livecast/ik:africa24sport/manifest.m3u8
AFRICA 24,https://edge12.vedge.infomaniak.com/livecast/ik:africa24/manifest.m3u8
AFRICA 24 FR,https://africa24.vedge.infomaniak.com/livecast/ik:africa24/manifest.m3u8
ALPE D'HUEZ TV,https://edge14.vedge.infomaniak.com/livecast/ik:adhtv/manifest.m3u8
BFM 2 (backup),https://d1ib1gsg71oarf.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-scp7wda722jph/BFM2_FR.m3u8
BRIONNAIS TV,https://stream2.mandarine.media/brionnais_tv/brionnais_tv/playlist.m3u8
BRIONNAIS TV,https://stream2.mandarine.media/brionnaistv/brionnaistv/playlist.m3u8
CANNES LÉRINS TV,https://vdo2.pro-fhi.net:3628/live/uppodsfqlive.m3u8
CARAC 1,http://event.vedge.infomaniak.com/livecast/event/manifest.m3u8
CARAC 1,https://rougetv.vedge.infomaniak.com/livecast/rougetv/master.m3u8
CARAC 1 FRA,https://edge13.vedge.infomaniak.com/livecast/ik:event/chunklist_w1392271102.m3u8
CARAC 2,https://onefmhd.vedge.infomaniak.com/livecast/onefmhd/master.m3u8
CARAC 2 FRA,https://edge17.vedge.infomaniak.com/livecast/ik:onefmhd/chunklist_w904225566.m3u8
ETV GUADELOUPE,https://edge15.vedge.infomaniak.com/livecast/ik:etvgp/manifest.m3u8
FashionTVFR,https://ftv1.b-cdn.net/bfdbb576-83f7-11f0-9f89-0200170e3e04_1000028043_HLS/video_10801920_p_0.m3u8
France24EnglishFR,https://amg00106-france24-france24-samsunguk-qvpp8.amagi.tv/ts-eu-w1-n2/playlist/amg00106-france24-france24-samsunguk/cb553d1e7f6c678a93d43e61d4ef41a4da2427fc087a8d6933fb4b926bc10f41f8eda29ab30fb02b04940fa73f4e380d4d1a9a4ace0362d7b66aa9515b7d121b9d81a20a99d94e5cd58d5d5173f7651b52f91016d6354b59f1dd3724c97db9700e16a82e6b553982f449de2e109add5f947e2d88b3dd7f39635a4ffc0c0bb4e207bcfae25a5bdb6ab3a54a1ac32640b28210d4804fb9d2c95a9f15866ba0469893ed8c82178b8e9167ab5fe3645c025c17f4817d808749b5e5897d2b957f2f34733f8db8a7dd710fb2756a72dfe291cf0f9612ca9a6b826f27ab01ea2cee51da31d963c0e04ab3e3bfd6463351cea240511489c1bdd0835f54bc62e8ecedd3670ef49c7f6373e85fff071f17a0c9d64ec4a97b97b230cbb5790d07c49e489a94bcf181dae151bd15faf8d0b71063674d1958fa37ce9b69c867dc68b8f11d20514836c1f03fdfa7e96e0f4c6eaba543e61371c1b30a28426c41a85528188555d7521169c8745f68e439fc894e14e34424a445f07fc557fa2fd2b73ee1af9bc40b3ea7d7c443850fa5d558949e8ace1cbf9cf917b2ac7d6535e5e36da3f62441630f8bf2c7e4650003edb8eef6c9503900362d836de1f7ca7f8187cc251c59941d76203c3d16950dd87dd013415b6ee010c7a90534a807226dc9947f651a3dc6f7e0d4b8818304946fc3c3f80e2a39726aa97c5075399de5db19b513634a5771cc4f684ab6021a65ef96c2ead0c04dc68e6ba73d2d453796be470f591c2323399a9669c557adc64eeed5990abe80e7766ab67c9b7377cf80e33dadd2d6bd0865f68d5816609bd655a0523dd71bd151e5f178cabf58035c710067f1ce6cbd389dda89cc3f953ca72c522cbc98da334d437c0085f00e405e43b055085b3498677cda25/126/1920x1080_6046040/index.m3u8
GÉNÉRATIONS TV,https://edge11.vedge.infomaniak.com/livecast/ik:generation-tv/manifest.m3u8
HANDICAP TV France,https://srv.webtvmanager.fr:3697/stream/play.m3u8
LE FIGARO IDF,https://figarotv-live.freecaster.com/live/freecaster/figarotv.m3u8
LE FIGARO IDF,https://static.lefigaro.fr/secom/tnt.m3u8
LE FIGARO IDF (backup),https://figarotv-live.freecaster.com/live/freecaster/figarotv.m3u8
MOTORVISION FR,https://d1qswsont218xa.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-im2kwho8ev6jk/mv_fr.m3u8
PUISSANCE TÉLÉVISION,https://edge13.vedge.infomaniak.com/livecast/ik:puissancetelevision/manifest.m3u8
🇩🇪德国频道,#genre#
DELUXE MUSIC Deutsch Pop,https://d46c0ebf9ef94053848fdd7b1f2f6b90.mediatailor.eu-central-1.amazonaws.com/v1/master/81bfcafb76f9c947b24574657a9ce7fe14ad75c0/live-prod/95d6544c-4164-11ec-9c7c-2cf753b8a203/0/master.m3u8?uid=%7BPSID%7D&optout=%7BTARGETOPT%7D&country=DE&vendor=samsung
DELUXE MUSIC Lounge Extra,https://d46c0ebf9ef94053848fdd7b1f2f6b90.mediatailor.eu-central-1.amazonaws.com/v1/master/81bfcafb76f9c947b24574657a9ce7fe14ad75c0/live-prod/8ef13d2a-80c1-11eb-908d-533d39655269/0/master.m3u8?uid=%7BPSID%7D&optout=%7BTARGETOPT%7D&country=FR&vendor=samsung
DELUXE MUSIC Lounge Extra,https://d46c0ebf9ef94053848fdd7b1f2f6b90.mediatailor.eu-central-1.amazonaws.com/v1/master/81bfcafb76f9c947b24574657a9ce7fe14ad75c0/live-prod/ec8e5c43-6fae-11eb-908d-533d39655269/0/master.m3u8?uid=%7BPSID%7D&optout=%7BTARGETOPT%7D&country=DE&vendor=samsung
DELUXEDEUTSCHPOPDE,https://jmp2.uk/stvp-DEBA150003050
DELUXELOUNGEDE,https://jmp2.uk/stvp-DEAH3904006A
DELUXEMUSICDE,http://f31d0b76.edemist.com/iptv/F5GDYXTUM2QBV3/31307/index.m3u8
DELUXEWINTERTIMEDE,https://jmp2.uk/stvp-DE340000678
ProSiebenDE,http://alal.fit:8080/FatmiriTV/jv8D9RARGJ/302225
BILLIARD TV,https://1621590671.rsc.cdn77.org/HLS/BILLIARDTV.m3u8
Billiards TV,https://newidco-billiardstv-1-eu.xiaomi.wurl.tv/playlist.m3u8
Hard Knocks HD,https://d397e8970cd346fdac04c0af81290c3a.mediatailor.us-west-2.amazonaws.com/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/Hard-Knocks-DistroTV/109.m3u8
REGIO TV,https://regiotv-s.iptv-playoutcenter.de/regiotv-s/regiotv-s.stream_1/playlist.m3u8
RFH DE,http://58bd5b7a98e04.streamlock.net/medienasa-live/RFH_high/playlist.m3u8
🇪🇸西语频道,#genre#
CNN Español,https://amg00803-amg00803c3-rakuten-us-5347.playouts.now.amagi.tv/playlist/amg00803-cnnfastinternational-cnnesponal-rakutenus/playlist.m3u8
CGTN Espanol,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN西语,https://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
DW ESPAÑOL,https://dwamdstream104.akamaized.net/hls/live/2015530/dwstream104/index.m3u8
DEEJAY TV,https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S85984808/sMO0tz9Sr2Rk/playlist.m3u8
RADIO ITALIA TV,https://radioitaliatv.akamaized.net/hls/live/2093117/RadioitaliaTV/master.m3u8
